policy,pair,task,selected_ratio,score,actual_budget,total_bytes,a_to_b_bytes,b_to_a_bytes,per_task_best_score,relative_per_task_best_regret
Per-task Best Fixed,pair2_llama32_same,tipsheets,0.6,0.714,0.6142539039999999,9630268.4,8253556.4,1376712.0,0.714,0.0
Per-task Best Fixed,pair2_llama32_same,hotpotqa,0.6,0.682,0.614417108,11301658.0,9924946.0,1376712.0,0.682,0.0
Per-task Best Fixed,pair2_llama32_same,qasper,0.6,0.324,0.6142884180000001,346745896.8,345369184.8,1376712.0,0.324,0.0
Per-task Best Fixed,pair2_llama32_same,musique,0.6,0.342,0.614281306,28011585.2,26634873.2,1376712.0,0.342,0.0
Per-task Best Fixed,pair2_llama32_same,multifieldqa_en,0.4,0.52,0.4214407666666667,338867741.3333333,337491029.3333333,1376712.0,0.52,0.0
Per-task Best Fixed,pair2_llama32_same,twowikimqa,0.6,0.4,0.614280325,509220192.5,507843480.5,1376712.0,0.4,0.0
Per-task Best Fixed,pair2_llama32_same,tmath,0.6,0.3601894133333333,0.6142958833333334,17056595.666666668,15679883.666666666,1376712.0,0.3601894133333333,0.0
Per-task Best Fixed,pair3_qwen25_7b_same,countries,0.6,0.365,0.6140593,3719949.24,2113861.24,1606088.0,0.365,0.0
Per-task Best Fixed,pair3_qwen25_7b_same,tipsheets,0.6,0.934,0.6143386319999999,5593133.856,3987045.856,1606088.0,0.934,0.0
Per-task Best Fixed,pair3_qwen25_7b_same,hotpotqa,0.6,0.652,0.6143471199999999,6550777.632,4944689.632,1606088.0,0.652,0.0
Per-task Best Fixed,pair3_qwen25_7b_same,qasper,0.6,0.336,0.614291874,177660712.848,176054624.848,1606088.0,0.336,0.0
Per-task Best Fixed,pair3_qwen25_7b_same,musique,0.6,0.372,0.614282958,15345702.984,13739614.984,1606088.0,0.372,0.0
Per-task Best Fixed,pair3_qwen25_7b_same,multifieldqa_en,0.4,0.5266666666666666,0.42142562,175972428.48,174366340.48,1606088.0,0.5266666666666666,0.0
Per-task Best Fixed,pair3_qwen25_7b_same,twowikimqa,0.6,0.46,0.61427428,268925395.08,267319307.08,1606088.0,0.46,0.0
Per-task Best Fixed,pair3_qwen25_7b_same,tmath,0.6,0.3214439,0.6143839933333334,9311532.96,7705444.96,1606088.0,0.3214439,0.0
Per-task Best Fixed,pair4_falcon3_7b_same,countries,0.6,0.405,0.6139609100000001,4217555.0,2840843.0,1376712.0,0.405,0.0
Per-task Best Fixed,pair4_falcon3_7b_same,tipsheets,0.6,0.928,0.614172128,8176178.8,6799466.8,1376712.0,0.928,0.0
Per-task Best Fixed,pair4_falcon3_7b_same,hotpotqa,0.6,0.6,0.614123698,10062851.2,8686139.2,1376712.0,0.6,0.0
Per-task Best Fixed,pair4_falcon3_7b_same,qasper,0.6,0.238,0.6142873360000001,364284786.6,362908074.6,1376712.0,0.238,0.0
Per-task Best Fixed,pair4_falcon3_7b_same,musique,0.6,0.402,0.6142519999999999,27512090.4,26135378.4,1376712.0,0.402,0.0
Per-task Best Fixed,pair4_falcon3_7b_same,multifieldqa_en,0.4,0.43333333333333335,0.42142386000000004,364043600.0,362666888.0,1376712.0,0.43333333333333335,0.0
Per-task Best Fixed,pair4_falcon3_7b_same,twowikimqa,0.6,0.4,0.614279425,537892968.5,536516256.5,1376712.0,0.4,0.0
Per-task Best Fixed,pair4_falcon3_7b_same,tmath,0.6,0.30103694,0.61428933,16321233.333333334,14944521.333333334,1376712.0,0.30103694,0.0
Per-task Best Fixed,pair5_evolcodellama_toolace,countries,0.6,0.59,0.6122411499999999,7378074.5,5280402.5,2097672.0,0.59,0.0
Per-task Best Fixed,pair5_evolcodellama_toolace,tipsheets,0.6,0.916,0.6124680339999999,11502883.6,9405211.6,2097672.0,0.916,0.0
Per-task Best Fixed,pair5_evolcodellama_toolace,hotpotqa,0.6,0.608,0.612631966,13407514.0,11309842.0,2097672.0,0.608,0.0
Per-task Best Fixed,pair5_evolcodellama_toolace,qasper,0.6,0.24,0.6125026880000001,395657910.4,393560238.4,2097672.0,0.24,0.0
Per-task Best Fixed,pair5_evolcodellama_toolace,musique,0.6,0.338,0.6124955299999999,32449029.2,30351357.2,2097672.0,0.338,0.0
Per-task Best Fixed,pair5_evolcodellama_toolace,multifieldqa_en,0.4,0.56,0.41876210666666663,385350248.0,383252576.0,2097672.0,0.56,0.0
Per-task Best Fixed,pair5_evolcodellama_toolace,twowikimqa,0.6,0.39,0.6124945549999999,580803008.5,578705336.5,2097672.0,0.39,0.0
Per-task Best Fixed,pair5_evolcodellama_toolace,tmath,0.6,0.37097900666666667,0.6125102066666667,19965450.333333332,17867778.333333332,2097672.0,0.37097900666666667,0.0
Per-task Best Fixed,pair6_llama32_abliterated_deepseek3b,countries,0.6,0.545,0.6138358500000001,4247546.5,2870834.5,1376712.0,0.545,0.0
Per-task Best Fixed,pair6_llama32_abliterated_deepseek3b,tipsheets,0.6,0.694,0.6142487739999999,7867268.4,6490556.4,1376712.0,0.694,0.0
Per-task Best Fixed,pair6_llama32_abliterated_deepseek3b,hotpotqa,0.6,0.696,0.614444116,9538658.0,8161946.0,1376712.0,0.696,0.0
Per-task Best Fixed,pair6_llama32_abliterated_deepseek3b,qasper,0.6,0.302,0.614288486,344982896.8,343606184.8,1376712.0,0.302,0.0
Per-task Best Fixed,pair6_llama32_abliterated_deepseek3b,musique,0.6,0.404,0.614284792,26248585.2,24871873.2,1376712.0,0.404,0.0
Per-task Best Fixed,pair6_llama32_abliterated_deepseek3b,multifieldqa_en,0.4,0.49333333333333335,0.42144092000000005,337658241.3333333,336281529.3333333,1376712.0,0.49333333333333335,0.0
Per-task Best Fixed,pair6_llama32_abliterated_deepseek3b,twowikimqa,0.6,0.41,0.6142802599999999,507457192.5,506080480.5,1376712.0,0.41,0.0
Per-task Best Fixed,pair6_llama32_abliterated_deepseek3b,tmath,0.6,0.33793254666666667,0.6142966033333334,15293595.666666666,13916883.666666666,1376712.0,0.33793254666666667,0.0
Per-task Best Fixed,pair7_qwen25_uncensored_bespoke,countries,0.6,0.495,0.6140593,3719949.24,2113861.24,1606088.0,0.495,0.0
Per-task Best Fixed,pair7_qwen25_uncensored_bespoke,tipsheets,0.6,0.95,0.6143386319999999,5593133.856,3987045.856,1606088.0,0.95,0.0
Per-task Best Fixed,pair7_qwen25_uncensored_bespoke,hotpotqa,0.6,0.466,0.6143471199999999,6550777.632,4944689.632,1606088.0,0.466,0.0
Per-task Best Fixed,pair7_qwen25_uncensored_bespoke,qasper,0.6,0.204,0.614291874,177660712.848,176054624.848,1606088.0,0.204,0.0
Per-task Best Fixed,pair7_qwen25_uncensored_bespoke,musique,0.6,0.332,0.614282958,15345702.984,13739614.984,1606088.0,0.332,0.0
Per-task Best Fixed,pair7_qwen25_uncensored_bespoke,multifieldqa_en,0.4,0.38,0.42142562,175972428.48,174366340.48,1606088.0,0.38,0.0
Per-task Best Fixed,pair7_qwen25_uncensored_bespoke,twowikimqa,0.6,0.175,0.61427428,268925395.08,267319307.08,1606088.0,0.175,0.0
Per-task Best Fixed,pair7_qwen25_uncensored_bespoke,tmath,0.6,0.3312985833333333,0.6143839933333334,9311532.96,7705444.96,1606088.0,0.3312985833333333,0.0
